intervention_label,mu,var,k,pooled_mu,pooled_se,tau2_drug,outcome,intervention_class
anakinra,-0.916290731874155,1.825,1,-0.916290731874155,1.3509256086106296,0.0,HF_HOSPITALIZATION,Other
empagliflozin,-0.40746911679487957,0.4159986633239725,1,-0.40746911679487957,0.6449795836489497,0.0,HF_HOSPITALIZATION,SGLT2 inhibitors
