nct_id,outcome,intervention_class,intervention_label,comparator_class,e_t,n_t,e_c,n_c,e_c_raw,n_c_raw,control_split_factor,cer,log_rr,var_log_rr,rr,ef_band,primary_completion_year,enrollment,time_months
NCT02173548,HF_HOSPITALIZATION,Other,anakinra,Placebo/SoC,1.0,20.0,1.0,8.0,1.0,8.0,1.0,0.125,-0.916290731874155,1.825,0.4,strict_hfpef,2017.0,31,5.523590333716917
NCT03057951,HF_HOSPITALIZATION,SGLT2 inhibitors,empagliflozin,Placebo/SoC,4.0,2997.0,6.0,2991.0,6.0,2991.0,1.0,0.0020060180541624875,-0.40746911679487957,0.41599866332397256,0.665331998665332,mixed_or_midrange,2021.0,5988,46.09445585215606
