outcome,intervention_class,k_studies,pooled_log_rr,pooled_rr,ci_low_log_rr,ci_high_log_rr,ci_low_rr,ci_high_rr,tau2,i2,q,tau2_drug,n_participants_treated,n_participants_control
SAE,ARB/ACEi,1,-0.2079639874072922,0.8122362869198313,-1.6131858560784964,1.1972578812639119,0.19925181422599772,3.3110252388519297,0.0,0.0,0.0,0.0,158,77
SAE,MRA,1,-0.047266181750373566,0.953833470733718,-0.10987830990543931,0.015345946404692175,0.8959431560704028,1.0154643000815993,0.0,0.0,0.0,0.0,2993,2993
SAE,Other,24,0.011884714704816935,1.011955618538825,-0.03107510547633673,0.0548445348859706,0.9694027628855695,1.0563763722356727,0.015927764433719117,21.24588289889892,29.204822359285178,0.01592776443371913,3065,2168
SAE,SGLT2 inhibitors,7,-0.01607214397696376,0.9840563237575861,-0.1256416695233204,0.09349738156939287,0.8819308128584681,1.098007728280493,0.002367514489547238,37.38148390763857,9.581830382486363,0.016147954895628147,6761,6753
SAE,sGC stimulators,3,0.03326720860536696,1.03382674974074,-0.2086340140269603,0.27516843123769424,0.8116922492663428,1.3167524384340836,0.0,0.0,0.03112175233811086,0.0,999,445
