outcome,intervention_class,k_studies,direction_concordant_across_methods,dl_rr,pm_rr,fe_rr,max_abs_rr_shift_vs_dl,loo_runs,loo_rr_min,loo_rr_max,loo_crosses_null,robustness_flag
HF_HOSPITALIZATION,Other,1,True,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.0,0,,,False,True
SAE,ARB/ACEi,1,True,0.8122362869198313,0.8122362869198313,0.8122362869198313,0.0,0,,,False,True
SAE,MRA,1,True,0.953833470733718,0.953833470733718,0.953833470733718,0.0,0,,,False,True
SAE,Other,24,True,0.9880351354260467,0.988341113696206,1.011955618538825,0.02392048311277828,24,0.9662364715611368,1.050020944289725,True,False
SAE,SGLT2 inhibitors,7,False,0.9511468173465109,0.9669856624319646,0.9471022662516119,0.015838845085453745,7,0.9439710362602445,0.9856580976704572,False,False
SAE,sGC stimulators,3,True,1.03382674974074,1.03382674974074,1.03382674974074,0.0,3,1.0278763636763815,1.0447034981068264,False,True
