outcome,intervention_class,k_studies,pooled_log_rr,pooled_rr,ci_low_log_rr,ci_high_log_rr,ci_low_rr,ci_high_rr,tau2,i2,q,tau2_drug,n_participants_treated,n_participants_control
HF_HOSPITALIZATION,MRA,1,-0.171132506935433,0.8427099011666432,-0.2342258849238201,-0.1080391289470459,0.7911830793797883,0.8975924738949056,0.0,0.0,0.0,0.0,3003,2998
HF_HOSPITALIZATION,Other,5,0.008255405552436217,1.008289575376717,-0.11656308648114573,0.13307389758601817,0.8899739498808255,1.1423344109673068,0.10660219955956583,72.12076378658412,14.347595355123623,0.10660219955956585,759,755
HF_HOSPITALIZATION,SGLT2 inhibitors,2,-0.17571989241268818,0.8388529194992276,-0.281627921559805,-0.06981186326557136,0.754554385727303,0.9325692539367021,0.0,0.0,0.024049532994686186,0.0,6128,6123
HF_HOSPITALIZATION,sGC stimulators,1,-0.0962872194521516,0.9082031249999999,-0.8425724462823135,0.6499980073780104,0.43060139849184387,1.915537012068921,0.0,0.0,0.0,0.0,384,93
