outcome,intervention_class,k_studies,pooled_log_rr,pooled_rr,ci_low_log_rr,ci_high_log_rr,ci_low_rr,ci_high_rr,tau2,i2,q,tau2_drug,n_participants_treated,n_participants_control
SAE,MRA,1,-0.2345722471378324,0.790909090909091,-0.5111819030387638,0.042037408763098943,0.5997862705122902,1.0429334928729865,0.0,0.0,0.0,0.0,2993,2993
SAE,Other,22,-0.012527067282743172,0.9875510698080897,-0.2874890325222644,0.26243489795677805,0.750144793922192,1.3000918267790578,0.0,0.0,12.127949380989708,0.0,2347,1578
SAE,SGLT2 inhibitors,5,-0.24672963194245073,0.7813519175761899,-0.32200470497100875,-0.17145455891389272,0.7246947806539485,0.8424385484728862,0.013550409994964034,45.993026193734735,7.40645090456071,0.017741096350494097,6693,6685
SAE,sGC stimulators,3,-0.06586999363488963,0.9362525751739763,-0.7350443084525574,0.6033043211827781,0.479484213300699,1.8281496245428612,0.0,0.0,0.8082253179367819,0.0,999,445
