node_type_from,node_id_from,edge_type,node_type_to,node_id_to,attributes
trial,NCT03153111,PRESPECIFIES,outcome_specified,Change From Baseline to Week 24 in the Clinical Summary Score Assessed by Kansas City Cardiomyopathy Questionnaire (KCCQ) Score,"{""time_frame"": ""Baseline to Week 24""}"
trial,NCT03153111,PRESPECIFIES,outcome_specified,Change From Baseline to Week 24 in Accelerometer-assessed Proportion of Time Spent in Light to Vigourous Physical Activity,"{""time_frame"": ""Baseline to Week 24""}"
trial,NCT03153111,PRESPECIFIES,outcome_specified,Number of Participants With Worsening of Heart Failure (WHF) Events Over 52 Weeks,"{""time_frame"": ""Weeks 16, 24, 36, 52""}"
trial,NCT03153111,HAS_RESULTS_POSTED,report_artifact,CTGOV_RESULTS_POSTED,{}
trial,NCT03183323,TESTS,intervention_class,Other,{}
trial,NCT03183323,PRESPECIFIES,outcome_specified,Improvement in long-term physical activity.,"{""time_frame"": ""2 years""}"
trial,NCT03183323,PRESPECIFIES,outcome_specified,Changes in cardiac structure and function.,"{""time_frame"": ""2 years.""}"
trial,NCT03183323,PRESPECIFIES,outcome_specified,Change in physical fitness.,"{""time_frame"": ""2 years""}"
trial,NCT03183323,PRESPECIFIES,outcome_specified,Effects on renal function.,"{""time_frame"": ""2 years.""}"
trial,NCT03183323,PRESPECIFIES,outcome_specified,Long-term effects on cardiovascular risk factors.,"{""time_frame"": ""2 years.""}"
trial,NCT03183323,PRESPECIFIES,outcome_specified,Effects on endothelial function.,"{""time_frame"": ""2 years.""}"
trial,NCT03183323,PRESPECIFIES,outcome_specified,Change in long-term quality of life.,"{""time_frame"": ""2 years.""}"
trial,NCT03183323,PRESPECIFIES,outcome_specified,Mid-term morbidity,"{""time_frame"": ""2 years""}"
trial,NCT03183323,PRESPECIFIES,outcome_specified,Mid-term mortality,"{""time_frame"": ""2 years""}"
trial,NCT03183323,PRESPECIFIES,outcome_specified,Differences in heart failure presentation associated with co-morbid chronic kidney disease.,"{""time_frame"": ""Baseline.""}"
trial,NCT03183323,PRESPECIFIES,outcome_specified,The association of cardiac fibrosis with cardiorenal syndrome,"{""time_frame"": ""Baseline""}"
trial,NCT03183323,PRESPECIFIES,outcome_specified,Feasibility of telerehabilitation,"{""time_frame"": ""6 months.""}"
trial,NCT03183323,PRESPECIFIES,outcome_specified,Validation of the Mio Slice as a scientific activity tracker.,"{""time_frame"": ""6 months""}"
trial,NCT03183323,PRESPECIFIES,outcome_specified,Urine metabolomics Associated With heart failure phenotypes.,"{""time_frame"": ""Baseline.""}"
trial,NCT03183323,PRESPECIFIES,outcome_specified,Long-term changes in urine metabolomics after intervention.,"{""time_frame"": ""2 years.""}"
trial,NCT03183323,PRESPECIFIES,outcome_specified,Cost-effectiveness of telerehabilitation,"{""time_frame"": ""1 years.""}"
trial,NCT03183323,PRESPECIFIES,outcome_specified,Change in physical fitness,"{""time_frame"": ""6 months""}"
trial,NCT03183323,PRESPECIFIES,outcome_specified,The influence of cardiorenal characteristics on training effect,"{""time_frame"": ""6 months""}"
trial,NCT03183323,PRESPECIFIES,outcome_specified,Do renal function modulate the training effect on cardiac remodeling,"{""time_frame"": ""12 months""}"
trial,NCT03183323,PRESPECIFIES,outcome_specified,Change in short-term quality of life.,"{""time_frame"": ""6 months""}"
trial,NCT03327649,TESTS,intervention_class,Other,{}
trial,NCT03327649,COMPARES,comparator_class,Placebo/SoC,{}
trial,NCT03327649,PRESPECIFIES,outcome_specified,E/e' (Early Mitral Inflow Doppler Velocity to the Early Diastolic Mitral Annulus Velocity),"{""time_frame"": ""3 months""}"
trial,NCT03327649,PRESPECIFIES,outcome_specified,Global Longitudinal Strain,"{""time_frame"": ""3 months""}"
trial,NCT03327649,PRESPECIFIES,outcome_specified,Exercise Capacity,"{""time_frame"": ""3 months""}"
trial,NCT03327649,PRESPECIFIES,outcome_specified,Inflammatory Cytokines,"{""time_frame"": ""3 months""}"
trial,NCT03327649,PRESPECIFIES,outcome_specified,Minnesota Living With Heart Failure Questionnaire,"{""time_frame"": ""3 months""}"
trial,NCT03327649,HAS_RESULTS_POSTED,report_artifact,CTGOV_RESULTS_POSTED,{}
trial,NCT03340233,TESTS,intervention_class,Other,{}
trial,NCT03340233,PRESPECIFIES,outcome_specified,"The sensitivity of the EMS framework with comparison to cardiac MRI biomarkers of increased stiffness, thereby providing mechanistic insight to one critical underlying cause of HFpEF.","{""time_frame"": ""Five years""}"
trial,NCT03506412,TESTS,intervention_class,ARNI,{}
trial,NCT03506412,PRESPECIFIES,outcome_specified,Change in Plasma N-terminal Proatrial Natriuretic Peptide (NT proANP),"{""time_frame"": ""baseline, 5 weeks""}"
trial,NCT03506412,PRESPECIFIES,outcome_specified,Change in Plasma N-terminal Pro B-type Natriuretic Peptide (NT-proBNP),"{""time_frame"": ""baseline, 5 weeks""}"
trial,NCT03506412,PRESPECIFIES,outcome_specified,Change in Plasma N-terminal Brain Natriuretic Peptide (BNP),"{""time_frame"": ""baseline, 5 weeks""}"
trial,NCT03506412,PRESPECIFIES,outcome_specified,Change in Plasma Cyclic Guanine Monophosphate (cGMP),"{""time_frame"": ""baseline, 5 weeks""}"
trial,NCT03506412,HAS_RESULTS_POSTED,report_artifact,CTGOV_RESULTS_POSTED,{}
trial,NCT03753087,TESTS,intervention_class,SGLT2 inhibitors,{}
trial,NCT03753087,TESTS,intervention_class,Other,{}
trial,NCT03753087,COMPARES,comparator_class,Placebo/SoC,{}
trial,NCT03753087,PRESPECIFIES,outcome_specified,Change in 6-minute walking distance (6MWD),"{""time_frame"": ""24 weeks""}"
trial,NCT03753087,PRESPECIFIES,outcome_specified,Change in left ventricular mass index (LVMI),"{""time_frame"": ""24 weeks""}"
trial,NCT03753087,PRESPECIFIES,outcome_specified,Change in left atrial volume index (LAVI),"{""time_frame"": ""24 weeks""}"
trial,NCT03753087,PRESPECIFIES,outcome_specified,Change in left atrial stiffness,"{""time_frame"": ""24 weeks""}"
trial,NCT03753087,PRESPECIFIES,outcome_specified,Change estimated pulmonary artery systolic pressure (PASP),"{""time_frame"": ""24 weeks""}"
trial,NCT03753087,PRESPECIFIES,outcome_specified,Change in average e' velocity,"{""time_frame"": ""24 weeks""}"
trial,NCT03753087,PRESPECIFIES,outcome_specified,Change in average E/e' ratio,"{""time_frame"": ""24 weeks""}"
trial,NCT03753087,PRESPECIFIES,outcome_specified,Change in N-terminal pro b-type natriuretic peptide (NT-proBNP),"{""time_frame"": ""24 weeks""}"
trial,NCT03753087,PRESPECIFIES,outcome_specified,Change in Cyclic guanosine monophosphate (cGMP),"{""time_frame"": ""24 weeks""}"
trial,NCT03753087,PRESPECIFIES,outcome_specified,Change in Endothelin 1 (ET-1),"{""time_frame"": ""24 weeks""}"
trial,NCT03753087,PRESPECIFIES,outcome_specified,Change in Growth/differentiation factor 15 (GDF-15),"{""time_frame"": ""24 weeks""}"
trial,NCT03753087,PRESPECIFIES,outcome_specified,Change in ST2,"{""time_frame"": ""24 weeks""}"
trial,NCT03753087,PRESPECIFIES,outcome_specified,Change in Galectin-3,"{""time_frame"": ""24 weeks""}"
trial,NCT03753087,PRESPECIFIES,outcome_specified,Change in carboxyterminal propeptide of type I collagen (PICP),"{""time_frame"": ""24 weeks""}"
trial,NCT03753087,PRESPECIFIES,outcome_specified,Change in Human Pentraxin 3 (PTX3),"{""time_frame"": ""24 weeks""}"
trial,NCT03753087,PRESPECIFIES,outcome_specified,Change in high-sensitivity C-reactive protein (hsCRP),"{""time_frame"": ""24 weeks""}"
trial,NCT03753087,PRESPECIFIES,outcome_specified,Change in Interleukin-6 (IL-6),"{""time_frame"": ""24 weeks""}"
trial,NCT03753087,PRESPECIFIES,outcome_specified,Change of New York Heart Association (NYHA) functional classification,"{""time_frame"": ""24 weeks""}"
trial,NCT03753087,PRESPECIFIES,outcome_specified,Change in Minnesota Living With Heart Failure Questionnaire (MLHFQ) score,"{""time_frame"": ""24 weeks""}"
trial,NCT03794518,TESTS,intervention_class,Other,{}
trial,NCT03794518,COMPARES,comparator_class,Placebo/SoC,{}
trial,NCT03794518,PRESPECIFIES,outcome_specified,Time to first hospitalization for heart failure after starting intervention,"{""time_frame"": ""3 years""}"
trial,NCT03794518,PRESPECIFIES,outcome_specified,Number of all cause mortality,"{""time_frame"": ""3 years""}"
trial,NCT03871803,TESTS,intervention_class,Other,{}
trial,NCT03871803,COMPARES,comparator_class,Placebo/SoC,{}
trial,NCT03871803,PRESPECIFIES,outcome_specified,Maximal functional capacity,"{""time_frame"": ""The change in peak oxygen consumption will be measured at baseline, at 15-day and at 30-day""}"
trial,NCT03871803,PRESPECIFIES,outcome_specified,Cognitive evaluation,"{""time_frame"": ""The change in MMSE score will be measured at baseline, at 15-day and at 30-day""}"
trial,NCT03871803,PRESPECIFIES,outcome_specified,Cognitive evaluation,"{""time_frame"": ""The change in MoCa score will be measured at baseline, at 15-day and at 30-day""}"
trial,NCT03871803,PRESPECIFIES,outcome_specified,Quality of life evaluation,"{""time_frame"": ""The change in MLHFQ score will be measured at baseline, at 15-day and at 30-day""}"
trial,NCT03871803,PRESPECIFIES,outcome_specified,Security: reporting on potential clinical adverse outcomes,"{""time_frame"": ""Differences in the composite of adverse events between both arms will be measured at 15-day , at 30-day and 180-day""}"
trial,NCT03901729,TESTS,intervention_class,Other,{}
trial,NCT03901729,COMPARES,comparator_class,Placebo/SoC,{}
trial,NCT03901729,PRESPECIFIES,outcome_specified,PART A: Change in body weight,"{""time_frame"": ""Compare Day 30 (End of part A) with Day 1 (Start of part A)""}"
trial,NCT03901729,PRESPECIFIES,outcome_specified,PART A: Change in serum creatinine,"{""time_frame"": ""Compare Day 30 (End of part A) with Day 1 (Start of part A)""}"
trial,NCT03901729,PRESPECIFIES,outcome_specified,PART B: Change in body weight,"{""time_frame"": ""Compare Day 60 (End of part B) with Day 30 (Start of part B)""}"
trial,NCT03901729,PRESPECIFIES,outcome_specified,PART B: Change in log transformed blood urea nitrogen (BUN)/creatinine ratio,"{""time_frame"": ""Compare Day 60 (End of part B) with Day 30 (Start of part B)""}"
trial,NCT03901729,PRESPECIFIES,outcome_specified,Incidence of Treatment-emergent adverse event (including Serious adverse event),"{""time_frame"": ""From the time of first study drug administration up to 7 days after the last dose of study drug (Day 60)""}"
trial,NCT03901729,PRESPECIFIES,outcome_specified,Change in augmentation index,"{""time_frame"": ""Up to 60 days""}"
trial,NCT04063579,TESTS,intervention_class,Other,{}
trial,NCT04063579,PRESPECIFIES,outcome_specified,Accuracy of feature tracking diastolic strain rate to diagnose diastolic dysfunction by differentiating HFpEF patients from the non-HFpEF patients and normal volunteers,"{""time_frame"": ""2 years""}"
trial,NCT04063579,PRESPECIFIES,outcome_specified,Complication rate of cardiac catheterisation,"{""time_frame"": ""2 years""}"
trial,NCT04063579,PRESPECIFIES,outcome_specified,Unexpected findings by CMR (eg. Cardiac amyloidosis),"{""time_frame"": ""2 years""}"
trial,NCT04232345,TESTS,intervention_class,Other,{}
trial,NCT04232345,COMPARES,comparator_class,Placebo/SoC,{}
trial,NCT04232345,PRESPECIFIES,outcome_specified,Number of subjects with adverse events (AEs)/serious adverse events,"{""time_frame"": ""Screening through follow-up visit (upto 9 weeks)""}"
trial,NCT04232345,PRESPECIFIES,outcome_specified,Number of subjects with abnormal blood pressure (BP) and pulse,"{""time_frame"": ""Screening through follow-up visit (upto 9 weeks)""}"
trial,NCT04232345,PRESPECIFIES,outcome_specified,Number of subjects with abnormal electrocardiogram (ECG),"{""time_frame"": ""Screening through follow-up visit (upto 9 weeks)""}"
trial,NCT04232345,PRESPECIFIES,outcome_specified,Number of subjects with abnormal abnormal clinical chemistry/hematology/urinalysis,"{""time_frame"": ""Screening through follow-up visit (upto 9 weeks)""}"
trial,NCT04232345,PRESPECIFIES,outcome_specified,Number of subjects with abormal physical examination results,"{""time_frame"": ""Screening through follow-up visit (upto 9 weeks)""}"
trial,NCT04232345,PRESPECIFIES,outcome_specified,Plasma Cmax: Maximum observed plasma concentration,"{""time_frame"": ""Day 1: Pre-dose (pre); 0.25,0.5,1,1.5,2,3,4,6,8,12 h post-dose (post); Day 2-9: Pre; Day 10: Pre and at 0.25,0.5,1,1.5,2,3,4,6,8,12 h post; Day 11:24 and 36 h post; Day 12: 48 h post; Day 16:96,144, and 240 h post; Day 24:336 h post""}"
trial,NCT04232345,PRESPECIFIES,outcome_specified,Plasma Cmax/D,"{""time_frame"": ""Day 1: pre; 0.25,0.5,1,1.5,2,3,4,6,8,12 h post; Day 2-9: Pre; Day 10: Pre and at 0.25,0.5,1,1.5,2,3,4,6,8,12 h post; Day 11:24 and 36 h post; Day 12: 48 h post; Day 16:96,144, and 240 h post; Day 24:336 h post""}"
trial,NCT04232345,PRESPECIFIES,outcome_specified,Plasma tmax: Time to reach peak or maximum observed concentration following drug administration,"{""time_frame"": ""Day 1: pre; 0.25,0.5,1,1.5,2,3,4,6,8,12 h post; Day 2-9: Pre; Day 10: Pre and at 0.25,0.5,1,1.5,2,3,4,6,8,12 h post; Day 11:24 and 36 h post; Day 12: 48 h post; Day 16:96,144, and 240 h post; Day 24:336 h post""}"
trial,NCT04232345,PRESPECIFIES,outcome_specified,Plasma Ctrough: Observed trough plasma concentration,"{""time_frame"": ""Day 1: pre; 0.25,0.5,1,1.5,2,3,4,6,8,12 h post; Day 2-9: Pre; Day 10: Pre and at 0.25,0.5,1,1.5,2,3,4,6,8,12 h post; Day 11:24 and 36 h post; Day 12: 48 h post; Day 16:96,144, and 240 h post; Day 24:336 h post""}"
trial,NCT04232345,PRESPECIFIES,outcome_specified,Plasma t1/2λz: Half-life associated with terminal slope (λz) of a semi-logarithmic concentration-time curve,"{""time_frame"": ""Day 1: pre; 0.25,0.5,1,1.5,2,3,4,6,8,12 h post; Day 2-9: Pre; Day 10: Pre and at 0.25,0.5,1,1.5,2,3,4,6,8,12 h post; Day 11:24 and 36 h post; Day 12: 48 h post; Day 16:96,144, and 240 h post; Day 24:336 h post""}"
trial,NCT04232345,PRESPECIFIES,outcome_specified,Plamsa AUCτ : Area under the plasma concentration-time curve within the dosing interval,"{""time_frame"": ""Day 1: pre; 0.25,0.5,1,1.5,2,3,4,6,8,12 h post; Day 2-9: Pre; Day 10: Pre and at 0.25,0.5,1,1.5,2,3,4,6,8,12 h post; Day 11:24 and 36 h post; Day 12: 48 h post; Day 16:96,144, and 240 h post; Day 24:336 h post""}"
trial,NCT04232345,PRESPECIFIES,outcome_specified,Plasma AUCτ/D,"{""time_frame"": ""Day 1: pre; 0.25,0.5,1,1.5,2,3,4,6,8,12 h post; Day 2-9: Pre; Day 10: Pre and at 0.25,0.5,1,1.5,2,3,4,6,8,12 h post; Day 11:24 and 36 h post; Day 12: 48 h post; Day 16:96,144, and 240 h post; Day 24:336 h post""}"
trial,NCT04232345,PRESPECIFIES,outcome_specified,Plasma CL/F: Apparent total body clearance of drug from plasma after extravascular administration (Day 10),"{""time_frame"": ""Day 1: pre; 0.25,0.5,1,1.5,2,3,4,6,8,12 h post; Day 2-9: Pre; Day 10: Pre and at 0.25,0.5,1,1.5,2,3,4,6,8,12 h post; Day 11:24 and 36 h post; Day 12: 48 h post; Day 16:96,144, and 240 h post; Day 24:336 h post""}"
trial,NCT04232345,PRESPECIFIES,outcome_specified,Plasma Vz/F:Apparent volume of distribution for parent drug at terminal phase after extravascular administration,"{""time_frame"": ""Day 1: pre; 0.25,0.5,1,1.5,2,3,4,6,8,12 h post; Day 2-9: Pre; Day 10: Pre and at 0.25,0.5,1,1.5,2,3,4,6,8,12 h post; Day 11:24 and 36 h post; Day 12: 48 h post; Day 16:96,144, and 240 h post; Day 24:336 h post""}"
trial,NCT04232345,PRESPECIFIES,outcome_specified,Plasma AUCinf: Area under the concentration-time curve from time zero extrapolated to infinity,"{""time_frame"": ""Day 1: pre; 0.25,0.5,1,1.5,2,3,4,6,8,12 h post; Day 2-9: Pre; Day 10: Pre and at 0.25,0.5,1,1.5,2,3,4,6,8,12 h post; Day 11:24 and 36 h post; Day 12: 48 h post; Day 16:96,144, and 240 h post; Day 24:336 h post""}"
trial,NCT04232345,PRESPECIFIES,outcome_specified,Plasma AUCinf/D: Area under the plasma concentration-time curve from time zero extrapolated to infinity divided by dose,"{""time_frame"": ""Day 1: pre; 0.25,0.5,1,1.5,2,3,4,6,8,12 h post; Day 2-9: Pre; Day 10: Pre and at 0.25,0.5,1,1.5,2,3,4,6,8,12 h post; Day 11:24 and 36 h post; Day 12: 48 h post; Day 16:96,144, and 240 h post; Day 24:336 h post""}"
trial,NCT04232345,PRESPECIFIES,outcome_specified,Plasma Rac(AUC): Accumulation ratio based upon AUC,"{""time_frame"": ""Day 1: pre; 0.25,0.5,1,1.5,2,3,4,6,8,12 h post; Day 2-9: Pre; Day 10: Pre and at 0.25,0.5,1,1.5,2,3,4,6,8,12 h post; Day 11:24 and 36 h post; Day 12: 48 h post; Day 16:96,144, and 240 h post; Day 24:336 h post""}"
trial,NCT04232345,PRESPECIFIES,outcome_specified,Plasma Rac(Cmax): Accumulation ratio based upon Cmax,"{""time_frame"": ""Day 1: pre; 0.25,0.5,1,1.5,2,3,4,6,8,12 h post; Day 2-9: Pre; Day 10: Pre and at 0.25,0.5,1,1.5,2,3,4,6,8,12 h post; Day 11:24 and 36 h post; Day 12: 48 h post; Day 16:96,144, and 240 h post; Day 24:336 h post""}"
trial,NCT04232345,PRESPECIFIES,outcome_specified,Urine Ae(t1-t2): Amount of analyte excreted into the urine from time t1 to t2,"{""time_frame"": ""Day1 : Pre; Day 10: 0 to 3, 3 to 6, 6 to 9, 9 to 12, 12 to 24 h post""}"
trial,NCT04232345,PRESPECIFIES,outcome_specified,Urine Ae(0-last): Cumulative amount of analyte excreted at the last sampling interval,"{""time_frame"": ""Day1 : Pre; Day 10: 0 to 3, 3 to 6, 6 to 9, 9 to 12, 12 to 24 h post""}"
trial,NCT04232345,PRESPECIFIES,outcome_specified,Urine %fe(t1-t2): Fraction of dose (expressed as a percentage) excreted unchanged into the urine from time t1 to t2,"{""time_frame"": ""Day1 : Pre; Day 10: 0 to 3, 3 to 6, 6 to 9, 9 to 12, 12 to 24 h post""}"
trial,NCT04232345,PRESPECIFIES,outcome_specified,Urine %fe(0-last): Percentage of dose excreted unchanged into the urine from time zero to the last measured time point for an analyte,"{""time_frame"": ""Day1 : Pre; Day 10: 0 to 3, 3 to 6, 6 to 9, 9 to 12, 12 to 24 h post""}"
trial,NCT04232345,PRESPECIFIES,outcome_specified,"Urine CLR: Renal clearance of drug from plasma, estimated by dividing Ae(0-last) by AUC(0-t)","{""time_frame"": ""Day1 : Pre; Day 10: 0 to 3, 3 to 6, 6 to 9, 9 to 12, 12 to 24 h post""}"
trial,NCT04327596,TESTS,intervention_class,Other,{}
trial,NCT04327596,PRESPECIFIES,outcome_specified,Rate of healthcare utilization.,"{""time_frame"": ""up to 12 months""}"
trial,NCT04327596,PRESPECIFIES,outcome_specified,Burden of Atrial Fibrillation (AF),"{""time_frame"": ""Between baseline and 12 months""}"
trial,NCT04327596,PRESPECIFIES,outcome_specified,Change in quality of life measures in Patient-Reported Outcomes Measurement Information System (PROMIS).,"{""time_frame"": ""Between baseline and 6 months""}"
trial,NCT04327596,PRESPECIFIES,outcome_specified,6-minute Walk Test,"{""time_frame"": ""6 Months""}"
trial,NCT04327596,PRESPECIFIES,outcome_specified,Quality of life measures using the Kansas City Cardiomyopathy Questionnaire (KCCQ),"{""time_frame"": ""Between baseline and 6 months""}"
trial,NCT04475042,TESTS,intervention_class,SGLT2 inhibitors,{}
trial,NCT04475042,COMPARES,comparator_class,Placebo/SoC,{}
trial,NCT04475042,PRESPECIFIES,outcome_specified,Left Ventricular (LV) e',"{""time_frame"": ""13 weeks""}"
trial,NCT04475042,PRESPECIFIES,outcome_specified,E/e'/LV end-diastolic volume index,"{""time_frame"": ""13 weeks""}"
trial,NCT04475042,PRESPECIFIES,outcome_specified,Kansas City Cardiomyopathy Questionnaire,"{""time_frame"": ""13 weeks""}"
trial,NCT04475042,PRESPECIFIES,outcome_specified,6-minute walk test,"{""time_frame"": ""13 weeks""}"
trial,NCT04475042,PRESPECIFIES,outcome_specified,Left atrial volume,"{""time_frame"": ""13 weeks""}"
trial,NCT04475042,PRESPECIFIES,outcome_specified,Diastolic parameters,"{""time_frame"": ""13 weeks""}"
trial,NCT04475042,PRESPECIFIES,outcome_specified,Left atrial function,"{""time_frame"": ""13 weeks""}"
trial,NCT04687111,TESTS,intervention_class,ARNI,{}
trial,NCT04687111,TESTS,intervention_class,ARB/ACEi,{}
trial,NCT04687111,COMPARES,comparator_class,Placebo/SoC,{}
trial,NCT04687111,PRESPECIFIES,outcome_specified,Change in Left Atrial Volume Index (LAV/BSA*),"{""time_frame"": ""Baseline-18 months""}"
trial,NCT04687111,PRESPECIFIES,outcome_specified,Change in left ventricular function (E/e'),"{""time_frame"": ""Baseline -18 months""}"
trial,NCT04687111,PRESPECIFIES,outcome_specified,Change in left atrial volume index (LAV/BSA*),"{""time_frame"": ""Baseline - 9 months""}"
trial,NCT04687111,PRESPECIFIES,outcome_specified,Change in left atrial function measured as total left atrial ejection fraction (LAEF),"{""time_frame"": ""Baseline -18 months""}"
trial,NCT04687111,PRESPECIFIES,outcome_specified,Change in left atrial function measured as left atrial stroke volume index,"{""time_frame"": ""Baseline -18 months""}"
trial,NCT04687111,PRESPECIFIES,outcome_specified,Change in left ventricular structure measured as LVMi,"{""time_frame"": ""Baseline -18 months""}"
trial,NCT04687111,PRESPECIFIES,outcome_specified,Change in left ventricular function (LVEF),"{""time_frame"": ""Baseline -18 months""}"
trial,NCT04687111,PRESPECIFIES,outcome_specified,Change in measures of vascular compliance (pulse pressure),"{""time_frame"": ""Baseline -18 months""}"
trial,NCT04687111,PRESPECIFIES,outcome_specified,Change in natriuretic peptide biomarker profile,"{""time_frame"": ""Baseline -18 months""}"
trial,NCT04687111,PRESPECIFIES,outcome_specified,Time to first all cardiovascular death and major adverse cardiac events (MACE) requiring hospitalisation over 18 months,"{""time_frame"": ""Baseline - 18 months""}"
trial,NCT04687111,PRESPECIFIES,outcome_specified,Change in Left Atrial Volume Index (LAVi) analysed per protocol.,"{""time_frame"": ""Baseline - 18 months""}"
trial,NCT04721314,TESTS,intervention_class,Other,{}
trial,NCT04721314,PRESPECIFIES,outcome_specified,Minnesota Living with Heart Failure Questionnaire Score,"{""time_frame"": ""Baseline, 1 month, and 12 months""}"
trial,NCT04721314,PRESPECIFIES,outcome_specified,NTproBNP,"{""time_frame"": ""Baseline, 1 month""}"
trial,NCT04721314,PRESPECIFIES,outcome_specified,Hospitalization or invasive outpatient intervention for heart failure,"{""time_frame"": ""At 12 months""}"
trial,NCT04721314,PRESPECIFIES,outcome_specified,Atrial Arrhythmia Burden,"{""time_frame"": ""At 12 months""}"
trial,NCT04721314,PRESPECIFIES,outcome_specified,Loop diuretic initiation or up-titration,"{""time_frame"": ""At 12 months""}"
trial,NCT04721314,PRESPECIFIES,outcome_specified,Anti-arrhythmic initiation or up-titration,"{""time_frame"": ""At 12 months""}"
trial,NCT04721314,PRESPECIFIES,outcome_specified,Pacemaker-detected activity levels,"{""time_frame"": ""At 12 months""}"
trial,NCT04721314,PRESPECIFIES,outcome_specified,"hospitalizations or invasive outpatient intervention for heart failure exacerbation, atrial tachyarrhythmias, cerebrovascular accident, or myocardial infarction","{""time_frame"": ""At 12 months""}"
trial,NCT05772754,TESTS,intervention_class,Other,{}
trial,NCT05772754,COMPARES,comparator_class,Placebo/SoC,{}
trial,NCT05772754,PRESPECIFIES,outcome_specified,The first aim of the study is to identify the protein expression to cardiac remodelling,"{""time_frame"": ""8 months""}"
trial,NCT05772754,PRESPECIFIES,outcome_specified,Identify interaction variations between protein pathways,"{""time_frame"": ""6 months""}"
trial,NCT05772754,PRESPECIFIES,outcome_specified,Analyze gene expression in patients with cronic heart failure,"{""time_frame"": ""6 months""}"
trial,NCT02145351,TESTS,intervention_class,Other,{}
trial,NCT02145351,PRESPECIFIES,outcome_specified,Change in Oxygen Consumption (VO2) at Ventilatory Anaerobic Threshold (VAT),"{""time_frame"": ""baseline, after 4 weeks of treatment""}"
trial,NCT02145351,PRESPECIFIES,outcome_specified,Peak Aerobic Capacity (Peak VO2),"{""time_frame"": ""4 weeks after pacemaker activation""}"
trial,NCT02145351,PRESPECIFIES,outcome_specified,Ventilatory Efficiency (VE/VCO2),"{""time_frame"": ""4 weeks""}"
trial,NCT02145351,PRESPECIFIES,outcome_specified,Change in Plasma N-terminal Pro B-type Natriuretic Peptide (NT-proBNP),"{""time_frame"": ""baseline, after 4 weeks of treatment""}"
trial,NCT02145351,PRESPECIFIES,outcome_specified,Change in Kansas City Cardiomyopathy Questionnaire (KCCQ) Overall Summary Score,"{""time_frame"": ""baseline, after 4 weeks of treatment""}"
trial,NCT02145351,PRESPECIFIES,outcome_specified,Mean Peak Heart Rate (HR),"{""time_frame"": ""4 weeks""}"
trial,NCT02145351,HAS_RESULTS_POSTED,report_artifact,CTGOV_RESULTS_POSTED,{}
trial,NCT02661841,TESTS,intervention_class,Other,{}
trial,NCT02661841,COMPARES,comparator_class,Placebo/SoC,{}
trial,NCT02661841,PRESPECIFIES,outcome_specified,"Reduced all cause, cardiovascular, and heart failure hospitalizations","{""time_frame"": ""Five years""}"
trial,NCT02661841,PRESPECIFIES,outcome_specified,Reduced mortality,"{""time_frame"": ""Five years""}"
trial,NCT02713126,TESTS,intervention_class,Other,{}
trial,NCT02713126,COMPARES,comparator_class,Placebo/SoC,{}
trial,NCT02713126,PRESPECIFIES,outcome_specified,Change in Peak Rate of Oxygen (VO2),"{""time_frame"": ""Baseline, 12 weeks""}"
trial,NCT02713126,PRESPECIFIES,outcome_specified,Change in Daily Activity Levels,"{""time_frame"": ""Baseline, 12 weeks""}"
trial,NCT02713126,PRESPECIFIES,outcome_specified,Change in Cardiac Hemodynamics,"{""time_frame"": ""Baseline, 12 weeks""}"
trial,NCT02713126,PRESPECIFIES,outcome_specified,Change in Kansas City Cardiomyopathy Questionnaire (KCCQ) Overall Summary Score,"{""time_frame"": ""Baseline, 12 weeks""}"
trial,NCT02713126,PRESPECIFIES,outcome_specified,Change in Six Minute Walk Test,"{""time_frame"": ""Baseline, 12 weeks""}"
trial,NCT02713126,HAS_RESULTS_POSTED,report_artifact,CTGOV_RESULTS_POSTED,{}
trial,NCT02762825,TESTS,intervention_class,Other,{}
trial,NCT02762825,PRESPECIFIES,outcome_specified,Change in peak oxygen consumption from baseline,"{""time_frame"": ""Change from baseline at 10-12 weeks""}"
trial,NCT02840799,TESTS,intervention_class,Other,{}
trial,NCT02840799,PRESPECIFIES,outcome_specified,Difference in Peak Oxygen Consumption (Vo2) Between KNO3 and KCl Phases,"{""time_frame"": ""6 weeks after start of phase 1 (experimental drug or control); 6 weeks after start of phase 2 (experimental drug or control)""}"
trial,NCT02840799,PRESPECIFIES,outcome_specified,Change in Total Work Performed During a Maximal-effort Exercise Test From Phase 1 to Phase 2,"{""time_frame"": ""6 weeks after start of phase 1 (experimental drug or control); 6 weeks after start of phase 2 (experimental drug or control)""}"
trial,NCT02840799,PRESPECIFIES,outcome_specified,Effect of Potassium Nitrate (KNO3) on Quality of Life (QOL),"{""time_frame"": ""All three visits: Baseline (first) visit; 6 weeks after start of phase 1 (experimental drug or control); 6 weeks after start of phase 2 (experimental drug or control)""}"
trial,NCT02840799,PRESPECIFIES,outcome_specified,Effect of KNO3 on the Percent Change of Systemic Vasodilatory Response to Exercise: The Change in Systemic Vascular Resistance Reserve During Exercise During a Maximal Effort Exercise Test,"{""time_frame"": ""6 weeks after start of phase 1 (experimental drug or control); 6 weeks after start of phase 2 (experimental drug or control)""}"
