intervention_label,mu,var,k,pooled_mu,pooled_se,tau2_drug,outcome,intervention_class
sacubitril/valsartan,0.13353139262452277,0.11574675324675322,1,0.13353139262452277,0.3402157451482121,0.0,SAE,ARNI
spironolactone,0.1823215567939548,0.1,1,0.1823215567939548,0.31622776601683794,0.0,SAE,MRA
empagliflozin,-0.1823215567939546,0.16333333333333336,1,-0.1823215567939546,0.40414518843273806,0.0,SAE,SGLT2 inhibitors
