intervention_label,mu,var,k,pooled_mu,pooled_se,tau2_drug,outcome,intervention_class
sacubitril/valsartan,-0.13353139262452263,0.035389610389610394,1,-0.13353139262452263,0.188121265118036,0.0,HF_HOSPITALIZATION,ARNI
spironolactone,-0.12783337150988502,0.06323232323232322,1,-0.12783337150988502,0.2514603810390878,0.0,HF_HOSPITALIZATION,MRA
empagliflozin,-0.4054651081081643,0.06333333333333334,1,-0.4054651081081643,0.2516611478423583,0.0,HF_HOSPITALIZATION,SGLT2 inhibitors
